Member_ID,Last_Name,First_Name,Middle,State,Party
S001190,Schneider,Bradley,Scott,Illinois,Democratic
S000136,Schneider,Claudine,NaN,Rhode Island,Republican
S001179,Schock,Aaron,NaN,Illinois,Republican
S001180,Schrader,Kurt,NaN,Oregon,Democratic
S001216,Schrier,Kim,NaN,Washington,Democratic
S001151,Schrock,Edward,L.,Virginia,Republican
S000142,Schroeder,Patricia,NaN,Colorado,Democratic
S000143,Schuette,Bill,NaN,Michigan,Republican
S000146,Schulze,Richard,T.,Pennsylvania,Republican
S000148,Schumer,Charles,NaN,New York,Democratic
S001162,Schwartz,Allyson,Y.,Pennsylvania,Democratic
S001161,Schwarz,John,"""Joe""",Michigan,Republican
S000159,Schweiker,Richard,S.,Pennsylvania,Republican
S001183,Schweikert,David,NaN,Arizona,Republican
S001189,Scott,Austin,NaN,Georgia,Republican
S001157,Scott,David,NaN,Georgia,Democratic
S000174,Scott,Hugh,NaN,Pennsylvania,Republican
S001217,Scott,Rick,NaN,Florida,Republican
S000185,Scott,Robert,"""Bobby""",Virginia,Democratic
S001184,Scott,Tim,NaN,South Carolina,Republican
S000189,Scott,William,Lloyd,Virginia,Republican
S000213,Seastrand,Andrea,H.,California,Republican
S000217,Sebelius,Keith,G.,Kansas,Republican
S000230,Seiberling,John,F.,Ohio,Democratic
S001166,Sekul,"Gibbs,",Shelley,Texas,Republican
S000244,Sensenbrenner,F.,Jr.,Wisconsin,Republican
S000248,Serrano,Jose,NaN,New York,Democratic
S001141,Sessions,Jeff,NaN,Alabama,Republican
S000250,Sessions,Pete,NaN,Texas,Republican
S001169,Sestak,Joe,NaN,Pennsylvania,Democratic
S001185,Sewell,Terri,A.,Alabama,Democratic
S000269,Seymour,John,NaN,California,Republican
S000275,Shadegg,John,B.,Arizona,Republican
S001181,Shaheen,Jeanne,NaN,New Hampshire,Democratic
S001206,Shalala,Donna,E.,Florida,Democratic
S000282,Shamansky,Bob,NaN,Ohio,Democratic
S000286,Shannon,James,M.,Massachusetts,Democratic
S000294,Sharp,Philip,R.,Indiana,Democratic
S000303,Shaw,E.,Jr.,Florida,Republican
S001144,Shays,Christopher,NaN,Connecticut,Republican
S001170,Shea-Porter,Carol,NaN,New Hampshire,Democratic
S000320,Shelby,Richard,C.,Alabama,Republican
S000332,Shepherd,Karen,NaN,Utah,Democratic
S000344,Sherman,Brad,NaN,California,Democratic
S001207,Sherrill,Mikie,NaN,New Jersey,Democratic
S001146,Sherwood,Don,NaN,Pennsylvania,Republican
S000364,Shimkus,John,NaN,Illinois,Republican
S000367,Shipley,George,E.,Illinois,Democratic
S000383,Shoup,Dick,NaN,Montana,Republican
S001147,Shows,Ronnie,NaN,Mississippi,Democratic
S000388,Shriver,Garner,E.,Kansas,Republican
S001171,Shuler,Heath,NaN,North Carolina,Democratic
S000393,Shumway,Norman,D.,California,Republican
S001154,Shuster,Bill,NaN,Pennsylvania,Republican
S000394,Shuster,Bud,NaN,Pennsylvania,Republican
S000406,Sikes,Robert,F.,Florida,Democratic
S000407,Sikorski,Gerry,E.,Minnesota,Democratic
S000409,Siljander,Mark,D.,Michigan,Republican
S001152,Simmons,Rob,NaN,Connecticut,Republican
S000423,Simon,Paul,NaN,Illinois,Democratic
S000429,Simpson,Alan,K.,Wyoming,Republican
S001148,Simpson,Michael,K.,Idaho,Republican
S001191,Sinema,Kyrsten,NaN,Arizona,Democratic
S001165,Sires,Albio,NaN,New Jersey,Democratic
S000453,Sisisky,Norman,NaN,Virginia,Democratic
S000454,Sisk,B.,F.,California,Democratic
S000462,Skaggs,David,E.,Colorado,Democratic
S000463,Skeen,Joe,NaN,New Mexico,Republican
S000465,Skelton,Ike,NaN,Missouri,Democratic
S000472,Skubitz,Joe,NaN,Kansas,Republican
S000473,Slack,John,NaN,West Virginia,Democratic
S000477,Slattery,Jim,NaN,Kansas,Democratic
S000479,Slaughter,D.,Jr.,Virginia,Republican
S000480,Slaughter,Louise,NaN,New York,Democratic
S001208,Slotkin,Elissa,NaN,Michigan,Democratic
S000510,Smith,Adam,NaN,Washington,Democratic
S001172,Smith,Adrian,NaN,Nebraska,Republican
S000514,Smith,Albert,Jr.,Alabama,Republican
S000606,Smith,Bob,NaN,New Hampshire,Republican
S000522,Smith,Christopher,NaN,New Jersey,Republican
S000527,Smith,Denny,NaN,Oregon,Republican
S001142,Smith,Gordon,H.,Oregon,Republican
S000548,Smith,Henry,NaN,New York,Republican
S001195,Smith,Jason,NaN,Missouri,Republican
S000579,Smith,Joseph,F.,Pennsylvania,Democratic
S000583,Smith,Lamar,NaN,Texas,Republican
S000584,Smith,Larkin,NaN,Mississippi,Republican
S000586,Smith,Lawrence,NaN,Florida,Democratic
S000587,Smith,Linda,NaN,Washington,Republican
S000596,Smith,Neal,Edward,Iowa,Democratic
S000597,Smith,Nick,NaN,Michigan,Republican
S000601,Smith,Peter,NaN,Vermont,Republican
S000607,Smith,Robert,NaN,Oregon,Republican
S001203,Smith,Tina,NaN,Minnesota,Democratic
S000622,Smith,Virginia,NaN,Nebraska,Republican
S001199,Smucker,Lloyd,NaN,Pennsylvania,Republican
S000662,Snowbarger,Vince,NaN,Kansas,Republican
S000663,Snowe,Olympia,J.,Maine,Republican
S000669,Snyder,M.,(Gene),Kentucky,Republican
S000672,Snyder,Vic,NaN,Arkansas,Democratic
S001160,Sodrel,Michael,E.,Indiana,Republican
S000673,Solarz,Stephen,NaN,New York,Democratic
S001153,Solis,Hilda,L.,California,Democratic
S000675,Solomon,Gerald,NaN,New York,Republican
S001200,Soto,Darren,NaN,Florida,Democratic
S001143,Souder,Mark,E.,Indiana,Republican
S001186,Southerland,Steve,II,Florida,Republican
S001173,Space,Zachary,T.,Ohio,Democratic
S001209,Spanberger,Abigail,Davis,Virginia,Democratic
S001210,Spano,Ross,NaN,Florida,Republican
S000701,Sparkman,John,J.,Alabama,Democratic
S000709,Specter,Arlen,NaN,Pennsylvania,Democratic
S001175,Speier,Jackie,NaN,California,Democratic
S000716,Spellman,Gladys,Noon,Maryland,Democratic
S000718,Spence,Floyd,NaN,South Carolina,Republican
S000749,Spratt,John,NaN,South Carolina,Democratic
S000762,S,"Germain,",NaN,Rhode Island,Democratic
S000770,Stabenow,Debbie,NaN,Michigan,Democratic
S000772,Stack,Edward,J.,Florida,Democratic
S000776,Stafford,Robert,T.,Vermont,Republican
S000778,Staggers,Harley,NaN,West Virginia,Democratic
S000779,Staggers,Harley,NaN,West Virginia,Democratic
S000785,Stallings,Richard,H.,Idaho,Democratic
S000795,Stangeland,Arlan,NaN,Minnesota,Republican
S001211,Stanton,Greg,NaN,Arizona,Democratic
S000804,Stanton,J.,William,Ohio,Republican
S000803,Stanton,James,V.,Ohio,Independent
S000810,Stark,Fortney,Pete,California,Democratic
S000818,Staton,David,NaN,West Virginia,Republican
S001212,Stauber,Pete,NaN,Minnesota,Republican
S000822,Stearns,Cliff,NaN,Florida,Republican
S000829,Steed,Tom,NaN,Oklahoma,Democratic
S000836,Steele,Robert,H.,Connecticut,Republican
S000841,Steelman,Alan,NaN,Texas,Republican
S000844,Steers,Newton,Jr.,Maryland,Republican
S001196,Stefanik,Elise,NaN,New York,Republican
S000846,Steiger,Sam,NaN,Arizona,Republican
S000847,Steiger,William,A.,Wisconsin,Republican
S001213,Steil,Bryan,NaN,Wisconsin,Republican
S000851,Stenholm,Charles,W.,Texas,Democratic
S000852,Stennis,John,C.,Mississippi,Democratic
S000860,Stephens,Robert,Jr.,Georgia,Democratic
S001214,Steube,W.,Gregory,Florida,Republican
S001215,Stevens,Haley,M.,Michigan,Democratic
S000888,Stevens,Ted,NaN,Alaska,Republican
S000890,Stevenson,Adlai,III,Illinois,Democratic
S000902,Stewart,Bennett,McVey,Illinois,Democratic
S001192,Stewart,Chris,NaN,Utah,Republican
S000907,Stewart,Donald,NaN,Alabama,Democratic
S001187,Stivers,Steve,NaN,Ohio,Republican
S000935,Stockman,David,A.,Michigan,Republican
S000937,Stockman,Steve,NaN,Texas,Republican
S000948,Stokes,Louis,NaN,Ohio,Democratic
S000962,Stone,Richard,(Dick),Florida,Democratic
S000991,Strang,Michael,L.,Colorado,Republican
S001202,Strange,Luther,NaN,Alabama,Republican
S000997,Stratton,Samuel,NaN,New York,Democratic
S001004,Strickland,Ted,NaN,Ohio,Democratic
S001037,Stubblefield,Frank,A.,Kentucky,Democratic
S001039,Stuckey,W.,Jr.,Georgia,Democratic
S001040,Studds,Gerry,E.,Massachusetts,Democratic
S001044,Stump,Bob,NaN,Arizona,Republican
S001045,Stupak,Bart,NaN,Michigan,Democratic
S001188,Stutzman,Marlin,A.,Indiana,Republican
S001198,Sullivan,Dan,NaN,Alaska,Republican
S001155,Sullivan,John,NaN,Oklahoma,Republican
S001057,Sullivan,Leonor,B.),Missouri,Democratic
S001075,Sundquist,Don,NaN,Tennessee,Republican
S001077,Sunia,Foto,NaN,American Samoa,Democratic
S001078,Sununu,John,NaN,New Hampshire,Republican
S001201,Suozzi,Thomas,NaN,New York,Democratic
S001174,Sutton,Betty,NaN,Ohio,Democratic
S001193,Swalwell,Eric,NaN,California,Democratic
S001101,Sweeney,David,McCann,Texas,Republican
S001149,Sweeney,John,NaN,New York,Republican
S001113,Swett,Dick,NaN,New Hampshire,Democratic
S001115,Swift,Al,NaN,Washington,Democratic
S001122,Swindall,Patrick,L.,Georgia,Republican
S001134,Symington,James,W.,Missouri,Democratic
S001136,Symington,Stuart,NaN,Missouri,Democratic
S001138,Symms,Steven,D.,Idaho,Republican
S001139,Synar,Mike,NaN,Oklahoma,Democratic
T000010,Taft,"Robert,",Jr.,Ohio,Republican
T000473,Takai,Mark,NaN,Hawaii,Democratic
T000472,Takano,Mark,NaN,California,Democratic
T000022,Talcott,Burt,L.,California,Republican
T000024,Talent,Jim,NaN,Missouri,Republican
T000034,Tallon,Robert,NaN,South Carolina,Democratic
T000035,Talmadge,Herman,E.,Georgia,Democratic
T000458,Tancredo,Thomas,G.,Colorado,Republican
T000038,Tanner,John,S.,Tennessee,Democratic
T000048,Tate,Randy,NaN,Washington,Republican
T000053,Tauke,Thomas,Joseph,Iowa,Republican
T000057,Tauscher,Ellen,O.,California,Democratic
T000058,Tauzin,W.,(Billy),Louisiana,Republican
T000067,Taylor,Charles,NaN,North Carolina,Republican
T000075,Taylor,G.,NaN,Missouri,Republican
T000074,Taylor,Gene,NaN,Mississippi,Democratic
T000099,Taylor,Roy,NaN,North Carolina,Democratic
T000477,Taylor,Scott,NaN,Virginia,Republican
T000479,Taylor,Van,NaN,Texas,Republican
T000109,Teague,Charles,M.,California,Republican
T000466,Teague,Harry,NaN,New Mexico,Democratic
T000110,Teague,Olin,E.,Texas,Democratic
T000113,Tejeda,Frank,NaN,Texas,Democratic
T000478,Tenney,Claudia,NaN,New York,Republican
T000459,Terry,Lee,NaN,Nebraska,Republican
T000464,Tester,Jon,NaN,Montana,Democratic
T000162,Thomas,Craig,NaN,Wyoming,Republican
T000184,Thomas,Lindsay,NaN,Georgia,Democratic
T000188,Thomas,William,M.,California,Republican
T000193,Thompson,Bennie,G.,Mississippi,Democratic
T000200,Thompson,"Frank,",NaN,New Jersey,Democratic
T000457,Thompson,Fred,NaN,Tennessee,Republican
T000467,Thompson,Glenn,NaN,Pennsylvania,Republican
T000460,Thompson,Mike,NaN,California,Democratic
T000233,Thomson,Vernon,W.,Wisconsin,Republican
T000234,Thone,Charles,NaN,Nebraska,Republican
T000238,Thornberry,Mac,NaN,Texas,Republican
T000243,Thornton,Ray,NaN,Arkansas,Democratic
T000250,Thune,John,NaN,South Dakota,Republican
T000253,Thurman,Karen,L.,Florida,Democratic
T000254,Thurmond,Strom,NaN,South Carolina,Republican
T000260,Tiahrt,Todd,NaN,Kansas,Republican
T000462,Tiberi,Patrick,J.,Ohio,Republican
T000265,Tiernan,Robert,NaN,Rhode Island,Democratic
T000266,Tierney,John,F.,Massachusetts,Democratic
T000165,Tiffany,Thomas,P.,Wisconsin,Republican
T000476,Tillis,Thom,NaN,North Carolina,Republican
T000480,Timmons,William,NaN,South Carolina,Republican
T000470,Tipton,Scott,R.,Colorado,Republican
T000468,Titus,Dina,NaN,Nevada,Democratic
T000481,Tlaib,Rashida,NaN,Michigan,Democratic
T000469,Tonko,Paul,NaN,New York,Democratic
T000310,Tonry,Richard,A.,Louisiana,Democratic
T000461,Toomey,Pat,NaN,Pennsylvania,Republican
T000314,Torkildsen,Peter,G.,Massachusetts,Republican
T000484,Torre,"Small,",NaN,New Mexico,Democratic
T000316,Torres,Estaban,Edward,California,Democratic
T000474,Torres,Norma,J.,California,Democratic
T000317,Torricelli,Robert,NaN,New Jersey,Democratic
T000321,Towell,David,NaN,Nevada,Republican
T000322,Tower,John,G.,Texas,Republican
T000326,Towns,Edolphus,NaN,New York,Democratic
T000350,Traficant,James,Jr.,Ohio,Democratic
T000482,Trahan,Lori,NaN,Massachusetts,Democratic
T000356,Traxler,Bob,NaN,Michigan,Democratic
T000362,Treen,David,C.,Louisiana,Republican
T000367,Trible,Paul,Jr.,Virginia,Republican
T000483,Trone,David,J.,Maryland,Democratic
T000475,Trott,David,A.,Michigan,Republican
T000465,Tsongas,Niki,NaN,Massachusetts,Democratic
T000393,Tsongas,Paul,E.,Massachusetts,Democratic
T000400,Tucker,James,Guy),Arkansas,Democratic
T000405,Tucker,Walter,III,California,Democratic
T000410,Tunney,John,V.,California,Democratic
T000424,Turner,Jim,NaN,Texas,Democratic
T000463,Turner,Michael,R.,Ohio,Republican
T000471,Turner,Robert,NaN,New York,Republican
U000038,Udall,Mark,NaN,Colorado,Democratic
U000001,Udall,Morris,K.,Arizona,Democratic
U000039,Udall,Tom,NaN,New Mexico,Democratic
U000004,Ullman,Al,NaN,Oregon,Democratic
U000040,Underwood,Lauren,NaN,Illinois,Democratic
U000014,Underwood,Robert,A.,Guam,Democratic
U000017,Unsoeld,Jolene,NaN,Washington,Democratic
U000031,Upton,Fred,NaN,Michigan,Republican
V000129,Valadao,David,G.,California,Republican
V000006,Valentine,Tim,NaN,North Carolina,Democratic
V000024,Va,"Deerlin,",Lionel,California,Democratic
V000133,Va,"Drew,",NaN,New Jersey,Republican
V000128,Va,"Hollen,",Chris,Maryland,Democratic
V000027,Vande,"Jagt,",Guy,Michigan,Republican
V000029,Vande,"Veen,",F.,Michigan,Democratic
V000026,Vandergriff,Tommy,J.,Texas,Democratic
V000047,Vanik,Charles,A.,Ohio,Democratic
V000130,Vargas,Juan,NaN,California,Democratic
V000131,Veasey,Marc,A.,Texas,Democratic
V000132,Vela,Filemon,NaN,Texas,Democratic
V000081,Velazquez,Nydia,NaN,New York,Democratic
V000087,Vento,Bruce,F.,Minnesota,Democratic
V000093,Veysey,Victor,V.,California,Republican
V000098,Vigorito,Joseph,P.,Pennsylvania,Democratic
V000108,Visclosky,Peter,J.,Indiana,Democratic
V000127,Vitter,David,NaN,Louisiana,Republican
V000126,Voinovich,George,V.,Ohio,Republican
V000112,Volkmer,Harold,L.,Missouri,Democratic
V000124,Vucanovich,Barbara,F.,Nevada,Republican
W000018,Waggonner,Joe,Jr.,Louisiana,Democratic
W000812,Wagner,Ann,NaN,Missouri,Republican
W000798,Walberg,Tim,NaN,Michigan,Republican
W000791,Walden,Greg,NaN,Oregon,Republican
G000408,Waldholtz,Enid,Greene,Utah,Republican
W000035,Waldie,Jerome,R.,California,Democratic
W000038,Waldon,Alton,NaN,New York,Democratic
W000044,Walgren,Doug,NaN,Pennsylvania,Democratic
W000819,Walker,Mark,NaN,North Carolina,Republican
W000068,Walker,Robert,S.,Pennsylvania,Republican
W000092,Wallop,Malcolm,NaN,Wyoming,Republican
W000813,Walorski,Jackie,NaN,Indiana,Republican
W000099,Walsh,James,NaN,New York,Republican
W000811,Walsh,Joe,NaN,Illinois,Republican
W000818,Walsh,John,E.,Montana,Democratic
W000107,Walsh,William,NaN,New York,Republican
W000820,Walters,Mimi,NaN,California,Republican
W000823,Waltz,Michael,NaN,Florida,Republican
W000799,Walz,Timothy,J.,Minnesota,Democratic
W000119,Wamp,Zach,NaN,Tennessee,Republican
W000121,Wampler,William,C.,Virginia,Republican
W000139,Ward,Mike,NaN,Kentucky,Democratic
W000147,Ware,John,H.,Pennsylvania,Republican
W000154,Warner,John,NaN,Virginia,Republican
W000805,Warner,Mark,R.,Virginia,Democratic
W000817,Warren,Elizabeth,NaN,Massachusetts,Democratic
W000177,Washington,Craig,A.,Texas,Democratic
W000180,Washington,Harold,NaN,Illinois,Democratic
W000797,Wasserma,"Schultz,",Debbie,Florida,Democratic
W000187,Waters,Maxine,NaN,California,Democratic
W000824,Watkins,Steve,NaN,Kansas,Republican
W000194,Watkins,Wes,NaN,Oklahoma,Republican
W000822,Watso,"Coleman,",NaN,New Jersey,Democratic
W000794,Watson,Diane,E.,California,Democratic
W000207,Watt,Melvin,NaN,North Carolina,Democratic
W000210,Watts,J.,Jr.,Oklahoma,Republican
W000215,Waxman,Henry,A.,California,Democratic
W000227,Weaver,James,H.,Oregon,Democratic
W000803,Webb,Jim,NaN,Virginia,Democratic
W000235,Weber,Ed,NaN,Ohio,Republican
W000814,Weber,Randy,Sr.,Texas,Republican
W000237,Weber,Vin,NaN,Minnesota,Republican
W000806,Webster,Daniel,NaN,Florida,Republican
W000253,Weicker,Lowell,Jr.,Connecticut,Republican
W000792,Weiner,Anthony,NaN,New York,Democratic
W000258,Weiss,Ted,NaN,New York,Democratic
W000800,Welch,Peter,NaN,Vermont,Democratic
W000268,Weldon,Curt,NaN,Pennsylvania,Republican
W000267,Weldon,Dave,NaN,Florida,Republican
W000273,Weller,Jerry,NaN,Illinois,Republican
W000288,Wellstone,Paul,D.,Minnesota,Democratic
W000815,Wenstrup,Brad,R.,Ohio,Republican
W000807,West,Allen,B.,Florida,Republican
W000821,Westerman,Bruce,NaN,Arkansas,Republican
W000796,Westmoreland,Lynn,A.,Georgia,Republican
W000314,Wexler,Robert,NaN,Florida,Democratic
W000825,Wexton,Jennifer,NaN,Virginia,Democratic
W000315,Weygand,Robert,NaN,Rhode Island,Democratic
W000317,Whalen,Charles,Jr.,Ohio,Republican
W000326,Wheat,Alan,NaN,Missouri,Democratic
W000390,White,Richard,C.,Texas,Democratic
W000391,White,Rick,NaN,Washington,Republican
W000802,Whitehouse,Sheldon,NaN,Rhode Island,Democratic
W000406,Whitehurst,G.,William,Virginia,Republican
W000413,Whitfield,Ed,NaN,Kentucky,Republican
W000419,Whitley,Charles,NaN,North Carolina,Democratic
W000426,Whittaker,Bob,NaN,Kansas,Republican
W000428,Whitten,Jamie,L.,Mississippi,Democratic
W000437,Wicker,Roger,F.,Mississippi,Republican
W000445,Widnall,William,NaN,New Jersey,Republican
W000448,Wiggins,Charles,E.,California,Republican
W000826,Wild,Susan,NaN,Pennsylvania,Democratic
W000502,Williams,Harrison,NaN,New Jersey,Democratic
W000525,Williams,Lawrence,G.,Pennsylvania,Republican
W000528,Williams,Lyle,NaN,Ohio,Republican
W000520,Williams,Pat,NaN,Montana,Democratic
W000816,Williams,Roger,NaN,Texas,Republican
W000570,Wilson,Charles,NaN,Texas,Democratic
W000801,Wilson,Charles,A.,Ohio,Democratic
W000571,Wilson,Charles,H.,California,Democratic
W000808,Wilson,Frederica,S.,Florida,Democratic
W000789,Wilson,Heather,NaN,New Mexico,Republican
W000795,Wilson,Joe,NaN,South Carolina,Republican
W000607,Wilson,Pete,NaN,California,Republican
W000610,Wilson,Robert,C.,California,Republican
W000636,Winn,"Larry,",Jr.,Kansas,Republican
W000647,Wirth,Timothy,NaN,Colorado,Democratic
W000654,Wise,Robert,NaN,West Virginia,Democratic
W000804,Wittman,Robert,J.,Virginia,Republican
W000665,Wofford,Harris,NaN,Pennsylvania,Democratic
W000672,Wolf,Frank,R.,Virginia,Republican
W000680,Wolff,Lester,NaN,New York,Democratic
W000682,Wolpe,Howard,E.,Michigan,Democratic
W000809,Womack,Steve,NaN,Arkansas,Republican
W000686,Wo,"Pat,",B.,Guam,Democratic
W000810,Woodall,Rob,NaN,Georgia,Republican
W000738,Woolsey,Lynn,C.,California,Democratic
W000752,Wortley,George,NaN,New York,Republican
W000763,Wright,James,Jr.,Texas,Democratic
W000827,Wright,Ron,NaN,Texas,Republican
W000793,Wu,David,NaN,Oregon,Democratic
W000777,Wyatt,"Joe,",Jr.,Texas,Democratic
W000778,Wyatt,Wendell,NaN,Oregon,Republican
W000779,Wyden,Ron,NaN,Oregon,Democratic
W000780,Wydler,John,NaN,New York,Republican
W000781,Wylie,Chalmers,P.,Ohio,Republican
W000782,Wyman,Louis,NaN,New Hampshire,Republican
W000784,Wynn,Albert,Russell,Maryland,Democratic
Y000062,Yarmuth,John,A.,Kentucky,Democratic
Y000013,Yates,Sidney,R.,Illinois,Democratic
Y000014,Yatron,Gus,NaN,Pennsylvania,Democratic
Y000063,Yoder,Kevin,NaN,Kansas,Republican
Y000065,Yoho,Ted,S.,Florida,Republican
Y000028,Young,Andrew,NaN,Georgia,Democratic
Y000031,Young,C.,Bill,Florida,Republican
Y000066,Young,David,NaN,Iowa,Republican
Y000033,Young,Don,NaN,Alaska,Republican
Y000035,Young,Edward,NaN,South Carolina,Republican
Y000043,Young,John,NaN,Texas,Democratic
Y000047,Young,Milton,NaN,North Dakota,Republican
Y000051,Young,Robert,A.,Missouri,Democratic
Y000052,Young,Samuel,H.,Illinois,Republican
Y000064,Young,Todd,NaN,Indiana,Republican
Z000001,Zablocki,Clement,J.,Wisconsin,Democratic
Z000002,Zeferetti,Leo,NaN,New York,Democratic
Z000017,Zeldin,Lee,NaN,New York,Republican
Z000004,Zeliff,William,NaN,New Hampshire,Republican
Z000008,Zimmer,Dick,NaN,New Jersey,Republican
Z000018,Zinke,Ryan,K.,Montana,Republican
Z000010,Zion,Roger,H.,Indiana,Republican
Z000013,Zorinsky,Edward,NaN,Nebraska,Democratic
Z000014,Zschau,Edwin,W.,California,Republican
Z000016,Zwach,John,M.,Minnesota,Republican
